name,department,reason
"Shopaz Kanjivaram Kanchipuram Soft Silk Saree copper zari With Jacquard Blouse Piece for women","fashion","Duplicate product title fingerprint"
"ANNI DESIGNER Women's Cotton Blend Straight Printed Kurta with Pant (Dravini Red-Nw-31)","fashion","Duplicate product title fingerprint"
"ANNI DESIGNER Women's Cotton Blend Solid Straight Kurta (Kissa)","fashion","Duplicate product title fingerprint"
"ANNI DESIGNER Women's Cotton Blend Straight Printed Kurta with Pant (Wamurti Purple-Nw-31)","fashion","Duplicate product title fingerprint"
"ANNI DESIGNER Women's Cotton Blend Traditional Straight Printed Kurta and Palazzo Set (Valab)","fashion","Duplicate product title fingerprint"
"ANNI DESIGNER Women's Cotton Blend Traditional Straight Printed Kurta and Pant Set (Sumedha Blue-Nw25)","fashion","Duplicate product title fingerprint"
"ANNI DESIGNER Women's Cotton Blend Straight Printed Kurta with Pant & Dupatta (Authentic)","fashion","Duplicate product title fingerprint"
"Vaamsi Women's Cotton Blend Printed Kurta Set with Dupatta (VKSKD1304_Brown)","fashion","Duplicate product title fingerprint"
"SGF11 Women's Kanjivaram Soft Lichi Silk Saree With Blouse Piece","fashion","Missing both actual and discount prices"
"Winza Designer Women's Chiffon Brasso Printed Saree with Blouse Piece (WDP Brasso Bhanu W)","fashion","Duplicate product title fingerprint"
"Vaamsi Women's Cotton Blend Printed Kurta Pant Dupatta Set (VKSKD1237_Coral","fashion","Duplicate product title fingerprint"
"ROYAL EXPORT Women's White color Cotton Printed Straight Kurti Palazzo Pants Set with Dupatta","fashion","Duplicate product title fingerprint"
"ANNI DESIGNER Women's Cotton Blend Traditional Straight Printed Kurta and Pant Set (Priyani)","fashion","Duplicate product title fingerprint"
"SGF11 Women's Kanjivaram Soft Silk Saree With Blouse Piece","fashion","Duplicate product title fingerprint"
"GoSriKi Women's Cotton Blend Embroidered Straight Kurta with Pant & Dupatta (TALPADE-GS)","fashion","Duplicate product title fingerprint"
"Amazon Brand - Tavasya Women's Relaxed Bottom (210_White_XL)","fashion","Duplicate product title fingerprint"
"ANNI DESIGNER Women's Cotton Blend Printed Straight Kurta with Pant (Funnu New01)","fashion","Duplicate product title fingerprint"
"ANNI DESIGNER Women's Cotton Blend Straight Printed Kurta with Palazzo (Lubna)","fashion","Duplicate product title fingerprint"
"Amazon Brand - Tavasya Women's Relaxed Bottom (210_White_2XL)","fashion","Duplicate product title fingerprint"
"ANNI DESIGNER Women's Cotton Blend Traditional Straight Printed Kurta and Pant Set (Padwil-Nw25)","fashion","Duplicate product title fingerprint"
"Yashika Womens Art Silk Printed Saree With Blouse Piece","fashion","Duplicate product title fingerprint"
"Amazon Brand - Tavasya Women's Relaxed Bottom (210_White_L)","fashion","Duplicate product title fingerprint"
"GoSriKi Women Kurta with Pant & Dupatta","fashion","Duplicate product title fingerprint"
"Amayra Women's Rayon Printed Straight Kurti with Palazzos and Dupatta Set","fashion","Duplicate product title fingerprint"
"C J Enterprise Women's Banarasi Silk Saree Kanjivaram Style Pure Silk Sarees With Blouse Piece (paithani Zigzag)","fashion","Duplicate product title fingerprint"
"Shopaz Kanjivaram Kanchipuram Soft Silk Saree Copper Zari Woven Work with Jacquard Blouse Piece for Women (Rama Blue)","fashion","Duplicate product title fingerprint"
"ANNI DESIGNER Women's Cotton Blend Printed Straight Kurta with Pant (Kavi Pink-Nw)","fashion","Duplicate product title fingerprint"
"Winza Designer Women's Chiffon Brasso Printed Saree with Blouse Piece (PS Brasso Aadi_W)","fashion","Duplicate product title fingerprint"
"Vaamsi Women Kurta","fashion","Duplicate product title fingerprint"
"Royal Export Women's Straight Floral Printed Kurta Palazzo & Dupatta","fashion","Duplicate product title fingerprint"
"ANNI DESIGNER Women's Cotton Blend Traditional Straight Printed Kurta and Pant Set (Danapa)","fashion","Duplicate product title fingerprint"
"Radha Lakshmi Handicrafts Women's Ikat Hand Block Print jaipuri mul mul cotton pure Saree with Blouse Piece (barakha parent)","fashion","Duplicate product title fingerprint"
"GoSriKi Women Kurta with Pants & Dupatta","fashion","Duplicate product title fingerprint"
"GoSriKi Women Kurta with Pant & Dupatta","fashion","Duplicate product title fingerprint"
"Fostelo Handbag For Women And Girls | Ladies Purse Faux Leather Satchel Bag | Woman Gifts | Wedding Gifts For Women | Wome...","fashion","Duplicate product title fingerprint"
"Fostelo Handbag For Women And Girls | Ladies Purse Faux Leather Satchel Bag | Woman Gifts | Wedding Gifts For Women | Wome...","fashion","Duplicate product title fingerprint"
"Fostelo Handbag For Women And Girls | Ladies Purse Faux Leather Satchel Bag | Woman Gifts | Wedding Gifts For Women | Wome...","fashion","Duplicate product title fingerprint"
"Storite Stylish Padded Small Nylon Sling Cross Body Travel Office Bag for Men Women (22.5cm x 9.5cm x 22.5 cm, Dark Grey)","fashion","Duplicate product title fingerprint"
"creeper Women's Leather Large Capacity Shoulder Bags","fashion","Duplicate product title fingerprint"
"Farraige® Cartoon Soft Silicone Bag Crossbody Shoulder Bag Purse Waterproof Anti Fall Stationery Storage Bag Handbag Sweet...","fashion","Non-fashion / Furniture / Toy item in Fashion"
"Fostelo Handbag For Women And Girls | Ladies Purse Faux Leather Satchel Bag | Woman Gifts | Wedding Gifts For Women | Wome...","fashion","Duplicate product title fingerprint"
"Fostelo Handbag For Women And Girls | Ladies Purse Faux Leather Satchel Bag | Woman Gifts | Wedding Gifts For Women | Wome...","fashion","Duplicate product title fingerprint"
"WOMEN MARKS WOMEN'S HANDBAG","fashion","Duplicate product title fingerprint"
"ADISA Women's & Girls' Sling Bag","fashion","Duplicate product title fingerprint"
"ADISA Women's Sling Bag","fashion","Duplicate product title fingerprint"
"ADISA Women's Sling Bag","fashion","Duplicate product title fingerprint"
"The Purple Tree Canvas Tote Bag For Women - 1 Pc , women tote bag , canvas tote bag , printed tote bag , printed canvas to...","fashion","Duplicate product title fingerprint"
"WOMEN MARKS WOMEN'S SLING BAG","fashion","Duplicate product title fingerprint"
"PALAY® Small Cross Body Bag, Multifunction 3 Layer Mini Crossbody Shoulder Bag Phone Purse Armband with Headphone Port for...","fashion","Non-fashion / Furniture / Toy item in Fashion"
"Storite Stylish Small PU Leather Sling Cross Body Travel Office Messenger One Side Shoulder Bag for Men Women(Brown, 20.5x...","fashion","Duplicate product title fingerprint"
"The Purple Tree Fatty Tote Bag For Women, Women Fatty Tote Bag , Handbag , Women Handbag , Women Bag , Handbag for Women, ...","fashion","Duplicate product title fingerprint"
"Lavie Women's Oval Frame Clutch | Detachable Chain Sling Strap | Ladies Purse Wallet","fashion","Duplicate product title fingerprint"
"Vincent Chase by Lenskart | Grey Square Stylish Sunglasses | Polarized & UV Protected | For Men & Women | Large | VC S13128","fashion","Missing both actual and discount prices"
"rofek UV400 Protective Stylish Rimless Diamond Cutting Lens Butterfly Sunglasses for Women | Women Oversized Butterfly Sun...","fashion","Duplicate product title fingerprint"
"TOYGALAXY Multicolor lens Slim Sunglasses for Women Retro Driving Sunlgasses Narrow Frame UV Protection-Unisex","fashion","Non-fashion / Furniture / Toy item in Fashion"
"Izaan Mart Women Retro Driving Rectangular Sunglasses, Red Frame, Black Lens (Medium) Set of 1","fashion","Duplicate product title fingerprint"
"Ray-Ban Aviator Sunglasses (Gunmetal) (RB3025 004/5158)","fashion","Missing both actual and discount prices"
"Kenneth Cole Gradient Aviator Unisex Sunglasses - (KC1184 60 08A|60|Grey Color Lens)","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"Our Brand Pack of 4 Pure Cotton Socks for Men and Women Comfortable and Durable Unisex Design with Reinforced Toes and Hee...","fashion","Missing both actual and discount prices"
"3DOPTIX BLUE AVIATOR SUNGLASS FOR MEN AND WOMEN","fashion","Missing both actual and discount prices"
"3DOPTIX Polarized Aviator Sunglasses lightweight Stylish Glasses for Men Women UV Protection","fashion","Missing both actual and discount prices"
"3DOPTIX BROWN AVIATOR SUNGLASSES FOR MEN AND WOMEN","fashion","Missing both actual and discount prices"
"RBILZ Women Rimless Embalished Daimond Cut Lens Metal Frame| 100% UV Protected Eyeglass For Women Purple & Pink","fashion","Duplicate product title fingerprint"
"RBILZ Women Rimless Embalished Daimond Cut Lens Metal Frame| 100% UV Protected Eyeglass For Women Pink & Light Purple","fashion","Duplicate product title fingerprint"
"RBILZ Women Rimless Embalished Daimond Cut Lens Metal Frame| 100% UV Protected Eyeglass For Women Purple","fashion","Duplicate product title fingerprint"
"3DOPTIX UV400 Sports Sunglasses for Men Women Polarized","fashion","Missing both actual and discount prices"
"Optemart UV PROTECTION,TRENDY SUNGLASSES FOR MEN & WOMEN","fashion","Duplicate product title fingerprint"
"XIMI VOGUE Classy Series Trendy Women's Cat-Eye Sunglasses (Apricot Frame Tawny Lens)","fashion","Duplicate product title fingerprint"
"TRYBUDY Fashionable Printed Frame for women Sunglass","fashion","Duplicate product title fingerprint"
"TRYBUDY Fashionable Printed Frame for women Sunglass","fashion","Duplicate product title fingerprint"
"TRYBUDY Fashionable Printed Frame for women Sunglass","fashion","Duplicate product title fingerprint"
"TRYBUDY Fashionable Printed Frame for women Sunglass","fashion","Duplicate product title fingerprint"
"EYEKA Square Oversized Sunglasses for Men and Women","fashion","Duplicate product title fingerprint"
"Latest Rimless Sunglass for Women with Rich Looking UV Protected Dual Shaded Polycarbonate Lens & Antique, Trendy Looks Fo...","fashion","Duplicate product title fingerprint"
"Full Rim TR Cat Eye Women Specs Mania1001-50 Eyeglasses Frames With Shape Of Cat Eye Eyewear Collection (Specially wore by...","fashion","Missing both actual and discount prices"
"The Tinted Story | Rimless Oversized Sunglasses | Stylish and 100% UV Protected | Women | Pink | Large | Bianca Oversized ...","fashion","Duplicate product title fingerprint"
"myaddiction Fashion Sunglasses Men Women UV400 Big Oval Metal Frame Gold frame pink","fashion","Duplicate product title fingerprint"
"myaddiction Cat Eye Sunglasses Sun Glasses Trendy Eyeglasses for Outdoor Beach Travel Yellow","fashion","Duplicate product title fingerprint"
"myaddiction Star Sun Glasses for Men Women Personality Traveling Glasses Yellow","fashion","Duplicate product title fingerprint"
"myaddiction Fashion Womens Square Rimless Sunglasses Sun Glasses Gradient dark brown","fashion","Duplicate product title fingerprint"
"myaddiction Fashion Womens Square Rimless Sunglasses Sun Glasses Gradient blue","fashion","Duplicate product title fingerprint"
"myaddiction Cat Eye Sunglasses Sun Glasses Trendy Eyeglasses for Outdoor Beach Travel Pink","fashion","Duplicate product title fingerprint"
"myaddiction Retro Steampunk Sunglasses Fashion Vintage Round UV400 Shades Blue","fashion","Duplicate product title fingerprint"
"myaddiction Fashion Sunglasses Sun Glasses UV Protection Eyeglasses for Beach Travel Red Gray","fashion","Duplicate product title fingerprint"
"myaddiction Retro Steampunk Sunglasses Fashion Vintage Round UV400 Shades Black","fashion","Duplicate product title fingerprint"
"myaddiction Soft Plush Sunglasses Sun Glasses Eyewear for Masquerade Travel Photo Props Pink","fashion","Duplicate product title fingerprint"
"myaddiction Fashion Sunglasses Sun Glasses UV Protection Eyeglasses for Beach Travel Red","fashion","Duplicate product title fingerprint"
"myaddiction Love Heart Shape Sun Glasses Cute Eyewear for Women Girls Children Kids Red and Grey","fashion","Duplicate product title fingerprint"
"myaddiction Love Heart Shape Sun Glasses Cute Eyewear for Women Girls Children Kids Black and Red","fashion","Duplicate product title fingerprint"
"myaddiction Fashion Sunglasses Sun Glasses UV Protection Eyeglasses for Beach Travel Yellow","fashion","Duplicate product title fingerprint"
"myaddiction Vintage Style Butterfly Shape Sunglasses Women UV Protection Outdoor Blue","fashion","Duplicate product title fingerprint"
"myaddiction Sunglasses Eyewear Fashion UV400 Lightweight Eyeglasses Sun Glasses Brown","fashion","Duplicate product title fingerprint"
"myaddiction Oversized Thick Frame Sunglasses Sun Glasses Eyewear Trendy Women Ladies Pink","fashion","Duplicate product title fingerprint"
"myaddiction Glasses Costume Trendy Dance Rimless Stars Sun Glasses for Women Blue","fashion","Duplicate product title fingerprint"
"myaddiction Round Steampunk Sunglasses UV Blocking for Women Men Gray Lens BlackFrame","fashion","Duplicate product title fingerprint"
"Calvin Klein Jeans Mirrored Square Women Sunglasses - (CKJ 826AF 002 55 S |55| Grey Color Lens)","fashion","Duplicate product title fingerprint"
"Calvin Klein Jeans Mirrored Square Women Sunglasses - (CKJ 810AF 418 55 S |55| Grey Color Lens)","fashion","Duplicate product title fingerprint"
"Calvin Klein Mirrored Round Women Sunglasses - (CK 4338K 601 56 S |56| Pink Color Lens)","fashion","Duplicate product title fingerprint"
"Calvin Klein Jeans Mirrored Square Women Sunglasses - (CKJ 764AF 418 58 S |58| Green Color Lens)","fashion","Duplicate product title fingerprint"
"French Connection Gradient Aviator Women Sunglasses - (FCUK Oxford C1 S |61| Grey Color Lens)","fashion","Duplicate product title fingerprint"
"Calvin Klein Mirrored Round Women Sunglasses - (CK 4338K 010 56 S |56| Grey Color Lens)","fashion","Duplicate product title fingerprint"
"Calvin Klein Gradient Square Women Sunglasses - (CK 4326A 010 54 S |54| Brown Color Lens)","fashion","Duplicate product title fingerprint"
"Calvin Klein Mirrored Round Women Sunglasses - (CK 1225SK 628 55 |55| Pink Color Lens)","fashion","Duplicate product title fingerprint"
"Calvin Klein Mirrored Oval Women Sunglasses - (CK 4339K 330 53 S |53| Pink Color Lens)","fashion","Duplicate product title fingerprint"
"Calvin Klein Jeans Solid Butterfly Women Sunglasses - (CKJ 172SAF 627 65 |65| Red Color Lens)","fashion","Duplicate product title fingerprint"
"POLARIZED CAT EYE MEDIUM SIZE BLACK SUNGLASSES FOR WOMEN N GIRLS","fashion","Missing both actual and discount prices"
"T.O.G. Women Men Handmade Wood UV 400 Polarized Sunglasses Eye Glasses Eyewear 05","fashion","Duplicate product title fingerprint"
"Heart Home Hand Purse|Embroidery Stylish Silk Small Wallet Purse with Back Side Zip (Pink)","fashion","Price below minimum retail threshold (₹90)"
"Nelle Harper Women's Handbag","fashion","Duplicate product title fingerprint"
"ALSU Women's Faux Leather Wallet Hand Clutch with Phone Pocket & 4 Card Pockets (arf-003grn, Green)","fashion","Duplicate product title fingerprint"
"BeeWee® - Soft Bag Butterfly Plush Backpack Stuff Toys School Picnic for Toddler Babies Kids 2 to 6 Years Boys and Girls 3...","fashion","Non-fashion / Furniture / Toy item in Fashion"
"HAMMONDS FLYCATCHER Genuine Leather Card Holder for Men & Card Holder for Women, Black | RFID Protected Leather Card Holde...","fashion","Duplicate product title fingerprint"
"ALSU Women's Faux Leather Hand Wallet Clutch with Phone Pocket, 6 Card Slots (shd-0004blk, Black)","fashion","Duplicate product title fingerprint"
"URBAN FOREST Zylo RFID Blocking Vintage Green Leather Wallet + Keychain + Pen Combo Gift Set for Men","fashion","Non-fashion / Furniture / Toy item in Fashion"
"Hammonds Flycatcher Genuine Ladies Purse Leather, Brown | 8 Cards Slots in Ladies Purse | RFID Protection | 1 ID Slots | 5...","fashion","Duplicate product title fingerprint"
"Hide & Drink, Rustic Leather King Size Tobacco Pouch, Smoking and Field Notes Case Handmade Includes 101 Year Warranty :: ...","fashion","Missing both actual and discount prices"
"Oxims Men’s Bi-Fold VT Genuine Leather RFID Blocking Wallets (Black)","fashion","Missing both actual and discount prices"
"NEORAH Men's Vegan Leather Stylish Casual Slim & Light Weight Bi-Fold Wallet & Keychain with Card Flap Compartment Combo S...","fashion","Non-fashion / Furniture / Toy item in Fashion"
"Amazon Brand - Symbol Men's Bi-fold Leather wallet","fashion","Missing both actual and discount prices"
"Hidesign","fashion","Duplicate product title fingerprint"
"Accessorize London Women's Faux Leather Brights-Multi Strawberry Print Cardholder","fashion","Non-fashion / Furniture / Toy item in Fashion"
"Hidesign Women Wallet (Brown)","fashion","Missing both actual and discount prices"
"YOUR GIFT STUDIO Gift Hamper for Men Faux Leather Wallet, Eyewear Case and Keychain – Men’s Combo Gift (Brown)","fashion","Non-fashion / Furniture / Toy item in Fashion"
"Baggit Women's Wallet","fashion","Duplicate product title fingerprint"
"CELLEBII® Coin Purse,3D Fruit Coin Pouch Bag for Kids, Coin Tray Wallet Key Holder Clutch Bags, Headphones, Data Cable Sto...","fashion","Non-fashion / Furniture / Toy item in Fashion"
"Kuber Industries Women's Classic (Pink)","fashion","Price below minimum retail threshold (₹90)"
"URBAN FOREST Oliver Redwood RFID Blocking Leather Wallet & Premium Redwood Keychain Set for Men","fashion","Non-fashion / Furniture / Toy item in Fashion"
"TITAN Geniune Leather Bifold RFID Wallets for Guys with Coin Pocket","fashion","Duplicate product title fingerprint"
"Hidesign","fashion","Duplicate product title fingerprint"
"Hidesign","fashion","Duplicate product title fingerprint"
"Hidesign","fashion","Duplicate product title fingerprint"
"Hidesign","fashion","Duplicate product title fingerprint"
"boAt Airdopes 141 Bluetooth Truly Wireless in Ear Earbuds with 42H Playtime, Beast Mode(Low Latency Upto 80ms) for Gaming,...","electronics","Duplicate product title fingerprint"
"OnePlus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass - 12.4 Mm Drivers, 10 Mins Charge - 20 Hrs...","electronics","Duplicate product title fingerprint"
