name,department,reason
"Brooke Bond, Red Label, 100g","grocery","Price below minimum retail threshold (₹90)"
"FANTA®️ Orange Flavored Cold Drink | Soft Drink with Added Orange Flavour | Delicious Orangey Flavor| Recyclable PET Bottl...","grocery","Price below minimum retail threshold (₹90)"
"Paper Boat Swing Zesty Pomegranate Juice, Enriched with Vitamin D, No Gmos, 600 ml","grocery","Price below minimum retail threshold (₹90)"
"Paper Boat Swing Lush Lychee Juice, Litchi Drink Enriched with Vitamin D, No Gmos, 600 ml","grocery","Price below minimum retail threshold (₹90)"
"7 Up Soft Drink - 2.25L Bottle","grocery","Price below minimum retail threshold (₹90)"
"Fresh Tender Coconut large 1 piece (approx.1.6 kg)","grocery","Price below minimum retail threshold (₹90)"
"Paper Boat Swing Slurpy Mango Juice, Enriched with Vitamin D, No Gmos, 600 ml","grocery","Price below minimum retail threshold (₹90)"
"Pepsi Mountain Dew Soft Drink Bottle, 750 ml","grocery","Price below minimum retail threshold (₹90)"
"Tata Tea Premium | Desh Ki Chai | Unique Blend Crafted For Chai Lovers Across India | Black Tea | 500g","grocery","Duplicate product title fingerprint"
"Pepsi Soft Drink, 750 ml","grocery","Price below minimum retail threshold (₹90)"
"Tata Tea Agni | Strong chai With 10% Extra Strong Leaves | Black Tea | 250g","grocery","Price below minimum retail threshold (₹90)"
"Pepsi Black, 250ml Slim Can","grocery","Price below minimum retail threshold (₹90)"
"Paper Boat Chocolate Milkshake, Enriched with Vitamin D, No Added Preservatives and Colours (180 ml)","grocery","Price below minimum retail threshold (₹90)"
"Amulya Dairy Whitener 200g Refill","grocery","Price below minimum retail threshold (₹90)"
"GO DESi Popz Real Aam - 10 Pieces","grocery","Price below minimum retail threshold (₹90)"
"So Good Soy Beverage Essential, 200 ml","grocery","Price below minimum retail threshold (₹90)"
"Tropicana Litchi Delight Tetra Fruit Juice, 200ml","grocery","Price below minimum retail threshold (₹90)"
"Aquafina Drinking Water - 1L Bottle","grocery","Price below minimum retail threshold (₹90)"
"FRESH & HONEST Awake Filter Coffee Powder 70: 30 Blend, 200g","grocery","Price below minimum retail threshold (₹90)"
"Raw Pressery Coconut Water Aloe Vera Lemon, 200 ml","grocery","Missing both actual and discount prices"
"Patanjali Giloy Juice, 500ml","grocery","Price below minimum retail threshold (₹90)"
"Storia 100% Fruit Juice- Mango- No Added Sugar & No Preservatives- 200 ml PET Bottle, Yellow","grocery","Price below minimum retail threshold (₹90)"
"Tata Agni Leaf Tea, 100g","grocery","Price below minimum retail threshold (₹90)"
"Sri Sri Tattva Karela Jamun Juice - Ayurvedic Juice to Help Maintain Healthy Sugar Levels - 100% Natural - No Added Sugar...","grocery","Duplicate product title fingerprint"
"Girnar Masaledar Limbooz 180g","grocery","Price below minimum retail threshold (₹90)"
"Mogu Mogu Strawberry Juice 25% with NATA De Coco, 300ml","grocery","Price below minimum retail threshold (₹90)"
"137 Degrees Almond Drink Unsweetened 1 Litre - Non Dairy , Vegan, Lactose Free, Gluten Free (Pack of 2), Pale Brown","grocery","Missing both actual and discount prices"
"Premium Stinging Nettle Leaves Tea-Medium -Direct from Uttarakhand Farms 100gm","grocery","Missing both actual and discount prices"
"SAARA Orithal Thamarai Powder No Added flavor, 25g ( Pack Of 25g X 1 )","grocery","Price below minimum retail threshold (₹90)"
"Octavius Ginger/Adrak Chai Premix Tea | On the Go Instant Premix Tea | Ready to use Milk Tea | Ready Tea | 1 Min Tea |Inst...","grocery","Duplicate product title fingerprint"
"Chetran’s Soy Milk Strawberry 200 ML  | Gluten Free | Cholesterol Free | High Protein","grocery","Price below minimum retail threshold (₹90)"
"Taster's Choice House Blend Nescafe Instant Coffee (7 oz)","grocery","Missing both actual and discount prices"
"Auric Skin Hair Weight Combo Kit (Beauty Combo - Pack Of 24 Bottles)","grocery","Duplicate ASIN"
"Laven Noni Gold Juice 800ml","grocery","Duplicate ASIN"
"Chetran’s Soy Milk Strawberry 200 ML  | Gluten Free | Cholesterol Free | High Protein","grocery","Price below minimum retail threshold (₹90)"
"Truedreamall Real & Fresh Cranberry Juice (Concentrate Juice)750ml","grocery","Duplicate ASIN"
"Coca Cola Zero Sugar IMPORTED 330ml, pack of 24","grocery","Duplicate ASIN"
"BASIC AYURVEDA Lauki Juice (Bottle Gourd Juice) With Basil (Tulsi) & Mint (Pudina) 1000ml | First Press Virgin Juice | Nat...","grocery","Duplicate ASIN"
"Nourish Noni Kokum Juice 1 Ltr","grocery","Duplicate ASIN"
"KOPIKO CAFE BLEND CAPPUCCINO All IN 1 Premix Instant Coffee - 125 gm(Pack of 3) |5 Sachets in Each|","grocery","Duplicate ASIN"
"AL MASNOON Arabic Emarati Qahwa | Emarati Coffee Dark raosted | a Perfect Blend of Emirates Blend Rich with Saffron & Card...","grocery","Duplicate ASIN"
"Royal Regime Tea Herbs Weight Loss Diet 25 Tea Bags By Regime Tea","grocery","Duplicate ASIN"
"Mala's Fruit Crush Strawberry, 750ml","grocery","Duplicate ASIN"
"San Pellegrino Sparkling Natural Mineral Water, 750 ml","grocery","Duplicate ASIN"
"Nescafé Ipoh White Coffee ""Oh So Creamy"" Premix Instant Coffee for Deliciously Milky, Creamy and Aromatic Coffee with a Ri...","grocery","Duplicate ASIN"
"Saint Ayurveda® Sugar Control Herbal Tea for Diabetics - Ayurvedic Herbs only (100gm)","grocery","Duplicate ASIN"
"SHREEJI Elaichi Kesar Syrup Mix with Milk PET Bottle, 500 ml","grocery","Duplicate ASIN"
"Mala's Fruit Mocktail Syrup, Blue Curacao Mocktail, 750ml & Whole Crush 750ml, Pineapple, 1 count","grocery","Duplicate product title fingerprint"
"Atlantis 3 in 1 Instant Kadak Cardamom Tea and Coffee Premix Powder Combo (Contains Tea, Coffee, Milk and Sugar) 2 Kg each...","grocery","Duplicate product title fingerprint"
"Minnitz Fresh and Delicious Watermelon Juice Powder | Instant Mix | High Protien | |No Added Preservatives | No Chemical 1...","grocery","Duplicate ASIN"
"Chaizup Instant Premix Ginger Tea | Karak Chai with Adrak & Low Sugar | Ginger Flavor | 10 Sachets | Adrak Chai | Masala G...","grocery","Duplicate product title fingerprint"
"Illy Intenseo Bold Roast Espresso 100% Arabica Coffee Capsules - Compatible with Nespresso - 10 Capsules","grocery","Duplicate ASIN"
"Colombian Brew Hazelnut Café Latte, Instant Coffee Powder Pre-mix (3 in 1) 1kg","grocery","Duplicate ASIN"
"Guru Ji Herbal Lemon Tea","grocery","Missing both actual and discount prices"
"Kashmiri Kahwa 100 Gm | Natures Organica Kashmiri Kahwa Green Tea with Pure with Pure Saffron, Cardamom, Cinnamon and Rose...","grocery","Missing both actual and discount prices"
"Best Assam Tea,Golaghat Supreme Tea 250 gram","grocery","Price below minimum retail threshold (₹90)"
"Limca, 750ml","grocery","Price below minimum retail threshold (₹90)"
"Woodi Peck’s Bag 100% Pure Coffee Powder ""Plush"" 250Gms.","grocery","Duplicate ASIN"
"&Stirred Cocktail Mix - Assorted Vodka Cocktail Mixer, Combo Pack of 6","grocery","Missing both actual and discount prices"
"Nescafe Classic - Coffee, 25g Jar","grocery","Duplicate ASIN"
"Zenzi Sparkling Water - Watermelon Mint Pack of 4 (350ml Each) | 100% Natural Unsweetened Soda Water | Zero Sugar & Zero C...","grocery","Duplicate ASIN"
"Sprite, 250ml","grocery","Price below minimum retail threshold (₹90)"
"BRU Instant Coffee Sachet,Ground, 8g","grocery","Price below minimum retail threshold (₹90)"
"Coffee People Premium Authentic 100% ‘A’ grade Arabica Blend Filter coffee decoction Liquid from Chikkamagaluru |No Robust...","grocery","Duplicate ASIN"
"Roasted Coffee Beans 750 Gram (Peaberry Medium Roast)","grocery","Missing both actual and discount prices"
"&Stirred Cocktail Mix - Bloody Mary Cocktail Mixer for Vodka, Combo Pack of 6","grocery","Missing both actual and discount prices"
"Coca-Cola Zero Sugar, No Calories Soft Drink Can, 300 ml (Pack of 6)","grocery","Duplicate product title fingerprint"
"Thums Up 250ml","grocery","Price below minimum retail threshold (₹90)"
"AZOIC Instant Tea Premix - Ginger (Adrak) Flavour | Instant Tea | Tea Premix | Masala Tea | Masala Chai | Flavored Tea (1 ...","grocery","Missing both actual and discount prices"
"SAARA Avarampoo Powder Senna Auriculata - Herbal Tea - Rose Tea - No Added Flavor,51 Grams (Pack 0f 51g X 1)","grocery","Price below minimum retail threshold (₹90)"
"Mala's Fruit Mocktail Syrup, Blue Curacao Mocktail, 750ml & Blueberry Crush, 750 ml","grocery","Duplicate product title fingerprint"
"Britannia Pineapple Plunge Cake, 50g","grocery","Price below minimum retail threshold (₹90)"
"Cadbury Chocobakes Choc Filled Cookies, 150 g","grocery","Price below minimum retail threshold (₹90)"
"Britannia Marie Gold Marie Gold Biscuits Pouch, 468g +117g extra or 480g+120g (Weight May Vary)","grocery","Price below minimum retail threshold (₹90)"
"Parle Rusk Premium Elaichi Flavour, 400g","grocery","Price below minimum retail threshold (₹90)"
"Britannia Toastea Premium Bake Rusk 250g","grocery","Price below minimum retail threshold (₹90)"
"Cadbury Bournvita Biscuits, 250g Tiffin Pack","grocery","Price below minimum retail threshold (₹90)"
"Britannia 50-50 Maska Chaska, 40.5g","grocery","Price below minimum retail threshold (₹90)"
"Britannia Good Day Butter Cookies, 60g or (53g+15g)","grocery","Price below minimum retail threshold (₹90)"
"Kurkure Yummy Cheese Puffcorn Namkeen, 28g","grocery","Price below minimum retail threshold (₹90)"
"Lay's Potato Chips 24g/27g, West Indies Hot 'n' Sweet Chilli flavour, Crunchy Chips & Snacks (weight may vary )","grocery","Price below minimum retail threshold (₹90)"
"Cadbury Oreo Chocolate flavour Cookie Sandwich Cream Biscuit Family pack (288.75g, Pack of 3 x 96.25g / 300g , Pack of 3 x...","grocery","Price below minimum retail threshold (₹90)"
"MTR 3 Mins Breakfast Poha Pouch 60g","grocery","Price below minimum retail threshold (₹90)"
"Kurkure Namkeen Chips, Chilli Chatka Flavour, Crispy Spicy Chips & Snacks, 75g","grocery","Price below minimum retail threshold (₹90)"
"Haldiram's Nagpur Aloo Bhujia, 350g+50g Extra","grocery","Price below minimum retail threshold (₹90)"
"Dark Fantasy Sandwich Sunfeast Dark Fantasy Choco Creme Dark Crunch with Smooth Creme Pouch, 300 g","grocery","Price below minimum retail threshold (₹90)"
"Cadbury Oreo Chocolate flavour Cookie Sandwich Cream Biscuit (43.75g / 46.3g grammage may vary)","grocery","Price below minimum retail threshold (₹90)"
"Haldiram's Nagpur Khari Boondhi, 200g","grocery","Price below minimum retail threshold (₹90)"
"Dukes Waffy - Chocolate flavoured creamy & crunchy Wafers (60g)","grocery","Price below minimum retail threshold (₹90)"
"Sunfeast Farmlite 5 Seed Digestive Biscuit | High fibre | Goodness of 5 Power Seeds and Wheat Fibre, 250g","grocery","Price below minimum retail threshold (₹90)"
"Lay’s Gourmet Kettle Chips 55g, Vintage Cheese & Paprika flavour, Premium Slow-Cooked Potato Chips, Chips and Snacks","grocery","Price below minimum retail threshold (₹90)"
"Haldiram's Namkeen - Khatta Meetha, 220g","grocery","Price below minimum retail threshold (₹90)"
"Haldirams Namkeem - Punjabi Tadka, 200g Pack","grocery","Price below minimum retail threshold (₹90)"
"Sunfeast Dark Fantasy Choco Crème, 100g Pack | Dark crunch with Smooth crème","grocery","Price below minimum retail threshold (₹90)"
"Lijjat Papad - Udad, 200g","grocery","Price below minimum retail threshold (₹90)"
"Mother's Recipe Chana Masala Papad (7"") Pouch, 180 g","grocery","Price below minimum retail threshold (₹90)"
"Unibic Sugar Free Cashew , 75g","grocery","Price below minimum retail threshold (₹90)"
"Lion Deseeded Dates - 100% Natural, 200g Pouch","grocery","Price below minimum retail threshold (₹90)"
"Nutzy Premium Raisins (Black Raisins/ Kali Darakh, 250g)","grocery","Price below minimum retail threshold (₹90)"
"Mothers Recipe Sabudana Papad Pouch, 70 g","grocery","Price below minimum retail threshold (₹90)"
"Dukes Crème 4 Fun Strawberry flavoured Sandwich Biscuits (150gm)","grocery","Price below minimum retail threshold (₹90)"
"Too Yumm! Rings Tomato Twist 75/70 gm(Weight May Vary)","grocery","Price below minimum retail threshold (₹90)"
"Kurkure Snacks, Solid Masti Masti, 90g Pouch","grocery","Price below minimum retail threshold (₹90)"
"Happilo Premium Super Snack Makhana Cream & Onion 60g, Roasted Foxnut Healthy Snack Low Calorie Gluten Free and Vegan","grocery","Price below minimum retail threshold (₹90)"
"Nature Prime Afghani Anjeer - 500 gram | Dried Figs | Dry Fruit for Good Immunity - Fig/Afghanistan Anjir Dry Fruit","grocery","Duplicate product title fingerprint"
"FULSOME - Raw Flax Seeds (100G - Sprinkler Jar) - 2 Units","grocery","Price below minimum retail threshold (₹90)"
"Jabsons sabudana mix 180g","grocery","Price below minimum retail threshold (₹90)"
"Lay’s Gourmet Kettle Chips 80g, Vintage Cheese & Paprika flavour, Premium Slow-Cooked Potato Chips, Chips and Snacks","grocery","Price below minimum retail threshold (₹90)"
"McVitie's Wholewheat Marie biscuits with Goodness of Calcium, 195g","grocery","Price below minimum retail threshold (₹90)"
"Monsoon Harvest Crunchy granola Bars Cranberry & Orange, 40 g","grocery","Price below minimum retail threshold (₹90)"
"Cornitos Peri Nachos and Salsa Dip Tray, 70 g","grocery","Price below minimum retail threshold (₹90)"
"Organic Box Pistachios Nut (Salted Pista) Roasted 100% Pure Natural Irani Pista (500 Gram)","grocery","Duplicate ASIN"
"Daadi's Khakhra, Chilli Kothmir, 50g","grocery","Price below minimum retail threshold (₹90)"
"EXOTES, Green Raisins Vacuum Packed Popular Pouch g, 250 gram","grocery","Price below minimum retail threshold (₹90)"
"TRYSOME SORGUM MILLET (JAWAR CHIWDA) WITH BEETROOT MIX.","grocery","Missing both actual and discount prices"
"Trysome Roasted Multi Millets Murmura Mix, Gluten free Millets Murmura (Mixture of Murmura made up of Pearl Millet, Sorgum...","grocery","Missing both actual and discount prices"
"Cadbury Oreo Original Vanilla Creme Biscuit, 46.3g","grocery","Price below minimum retail threshold (₹90)"
"TRYSOME MAKHANA CHIWDA VEGETABLE MIX.","grocery","Missing both actual and discount prices"
"Masala Bhelpuri Bambaiya (325 g)","grocery","Missing both actual and discount prices"
"Nourish Organics Oats Cranberry Cookies, 130g","grocery","Missing both actual and discount prices"
"PRAGYA DRY FRUITS Tutti Frutti for Cake 400gm | Tuti Fruti | Cherries | Cherry","grocery","Price below minimum retail threshold (₹90)"
"Dilbahar's Yummy Digestive Jeera Goli 220g & Anardana Goli 210g Combo Pack of 2)","grocery","Duplicate ASIN"
"Prolicious 2X Protein Methi Flavour Khakra | NO Palm Oil | Crispy | Ready to Eat | Flavourful | High Protein Healthy Eveni...","grocery","Duplicate ASIN"
"Sunfeast Bounce Cream Tangy Orange, 82g Pack of 20","grocery","Duplicate ASIN"
"Nourish Organics Oats Cranberry Cookies, 130g","grocery","Missing both actual and discount prices"
"SAHU GAJAK BHANDAR Crispy Gajjak 400g | Chikki | Gazak | Gachak | Gazzak | Tilkut | Sesame Bar | Jaggery Sweets & Snacks |...","grocery","Duplicate ASIN"
"Yogabar Variety Combo Pack - (Protein Bar Variety Box - 6 x 60 g and Snack Bar Variety Pack - 10 x 38 g and Breakfast Vari...","grocery","Duplicate ASIN"
"BOLA Jumbo Sized Cashew W180 1Kg (2x500g)","grocery","Duplicate ASIN"
"Nutribee 100% Multigrain Millet Rusk - Chilli Garlic | Refined Sugar-Free | Healthy Diet Toast | No Maida and Sugar | No P...","grocery","Duplicate ASIN"
"Nutraj Premium Dry Fruits Combo Pack of Cashews & Raisins 250g Each | Kaju | Kishmish | Combo Pack | Nutritious & Deliciou...","grocery","Duplicate ASIN"
"Dhampure Speciality Gur Jaggery Atta Cookies Biscuit, 400grams (2 x 200g) | Pure Gur Gud Bakery Whole Wheat Flour Baked Co...","grocery","Duplicate ASIN"
"Nxtgen Ayurveda Niger Seeds Raw 200g- Pack of 2 (400 gm)","grocery","Duplicate ASIN"
"Nutzy Premium Dried Fruits (Green Raisins/ Kishmish, 200)","grocery","Price below minimum retail threshold (₹90)"
"Flax Seed (Alsi) Powder 200g (Plain)","grocery","Price below minimum retail threshold (₹90)"
"Nutri Desire Dry Figs Anjeer 1kg","grocery","Duplicate ASIN"
"NRIP Golden Shaheen Zahidi Dates (Khajur) 200 Gm","grocery","Price below minimum retail threshold (₹90)"
"Bikaji SOYA Sticks - Masala Munch, 200g Pouch","grocery","Price below minimum retail threshold (₹90)"
"Kanwarji Dalbijiwala Aloo Lachha Lal-Medium Spicy (500 G)","grocery","Missing both actual and discount prices"
"JABSONS SOYA STICKS MAGIC MASALA 180GM","grocery","Price below minimum retail threshold (₹90)"
"Sunfeast Marie Light, 300 g","grocery","Price below minimum retail threshold (₹90)"
"Dried Treats Premium Almonds (Kagzi Almonds, 250g)","grocery","Price below minimum retail threshold (₹90)"
"Happilo Premium Dried Super Mix Berries 35g | Tasty & Healthy Berries | Rich in Antioxidant | Dried Strawberries, Cranberr...","grocery","Price below minimum retail threshold (₹90)"
"Monsoon Harvest Crunchy granola Bars Dark Chocolate & Espresso, 40 g","grocery","Price below minimum retail threshold (₹90)"
"Gladful Try Them All Choco-chip, Cashew & Coconut Protein Cookies - Biscuits Pack for kids and families (80g , Pack of 8)","grocery","Duplicate product title fingerprint"
"Vimal Elaichi Saffron Blended | Premium | Elaichi Dana | Fresh Breath | Silver Cardamom| Mouthfreshner | Pure Cardamom | (...","grocery","Missing both actual and discount prices"
"SAARA : Sabja Seeds l Basil Seeds,100 gm","grocery","Price below minimum retail threshold (₹90)"
"SAARA Chia Seed / Raw Chia Seed / Diet Food / Healthy Snack 50g","grocery","Price below minimum retail threshold (₹90)"
"GET FRESH Peanuts Roasted Salted Peanuts Seed Bharuch Gujrat Special Mungfali Dana Namkeen Skin Removed (1800 Gram)","grocery","Duplicate product title fingerprint"
"Nourish Organics Active Flax Seeds 180Gr","grocery","Missing both actual and discount prices"
"Happilo Premium International Chilean Inshell Walnuts 500g | With Shell | Extra White Walnut | Resealable Package | All Na...","grocery","Duplicate ASIN"
"ketosy Premium and fresh Brazil Nuts, 200g","grocery","Duplicate ASIN"
"Jabsons Gujarati Namkeen Bhavnagari Ganthiya -120g| Rispy Namkeen | Ready to Eat | Chai Time Snacks","grocery","Price below minimum retail threshold (₹90)"
"Mr. Makhana Roasted Makhana & Foxnuts : Himalayan Salt & Pepper, Piri Piri Paradise, Butter Tomato (3x75 gm) | Gluten Free...","grocery","Duplicate product title fingerprint"
"Atipriya Home Made Sweet Winter Special Peanut and Jaggery Chikki | Punjabi Gud Moongfali Patti | Gur Mungfali Chiki (Crun...","grocery","Missing both actual and discount prices"
"Patanjali Digestive Whole Wheat Biscuits, 250g","grocery","Price below minimum retail threshold (₹90)"
"Milan Special Supari - 1 Bottle | Small and Soft Pieces | Burst of Flavours | Fine Quality Since 1962 | Mouth freshener | ...","grocery","Missing both actual and discount prices"
"Immunit No Maida Almond Barnyard Millet Cookies | Sweetened with Palm Jaggery, Vegan, No Refined Sugar, No Preservatives, ...","grocery","Price below minimum retail threshold (₹90)"
"Lays Potato Chips- American Style Cream & Onion Flavour| 90 GMS| Chips and Snacks","grocery","Price below minimum retail threshold (₹90)"
"Aazol Jumbo Black Raisins: Nashik's Famed Seedless Kismis - 250g | Premium Seedless Dryfuit | Pantry Essential Improves Sk...","grocery","Non-food product in Grocery"
"Immunit Gluten Free, Low Fat Roasted Moong Jor | Healthy & tasty office/party snack, No Preservatives, 150 Grams","grocery","Price below minimum retail threshold (₹90)"
"Unjunk by Kesar Sweets| Chaat Papdi / Sev Puri / Chaat Puri / Chat Papdi / Chat Puri / Bhalla Puri / Sev Poori / Dahi Papr...","grocery","Missing both actual and discount prices"
"GreenFinity Fresh Whole Roasted Salted Pistachios | Salted Pista With Shell - 250gm","grocery","Duplicate product title fingerprint"
"Raams' Fox Nuts (Phool Makhana) 250g | Makhana Healthy Snacks | Lotus Seeds and Fox Nuts | Diet Food | Gluten Free | Organ...","grocery","Duplicate product title fingerprint"
"Pipo Butter Lovers 150 Gm Popcorn Pouch(Pack of 1)","grocery","Price below minimum retail threshold (₹90)"
"Jabsons Namkeen Gujarati Mix -200 g| Crunchy Mix| Namkeen | Chai Time Namkeen","grocery","Price below minimum retail threshold (₹90)"
"Cadbury Chocobakes Choco Chip Cookies, 83g","grocery","Price below minimum retail threshold (₹90)"
"Happilo Premium Walnuts Healthy Dry Fruit Energy Bar 35g, Healthy Snack, High in Protein Nuts, No Added Sugar, better than...","grocery","Price below minimum retail threshold (₹90)"
"Svasti Roasted Bhakhri (Methi) - Pack of 4, 200 gms. each","grocery","Duplicate ASIN"
"Lay's Potato Chips India's Magic Masala Party Pack, 167g Pack","grocery","Price below minimum retail threshold (₹90)"
"Organic Tattva, Organic Wheat Dalia / Daliya, 500g","grocery","Price below minimum retail threshold (₹90)"
"Kellogg's Chocos Variety Pack 168g | Breakfast Cereal for Kids","grocery","Price below minimum retail threshold (₹90)"
"Catch Red Chilli Powder, 100g","grocery","Price below minimum retail threshold (₹90)"
"Fresh Baby Orange Nagpur, 1kg","grocery","Missing both actual and discount prices"
"Britannia Milk Bikis Biscuits, 170.5g or 190.5g","grocery","Price below minimum retail threshold (₹90)"
"Cadbury Dairy Milk Crispello Chocolate Bar, 35 g","grocery","Price below minimum retail threshold (₹90)"
"TE-A-ME Purify Green Tea, 100 Tea Bags | Green tea bags 100 pcs | Green Tea | Green Tea 100 Tea Bag Pack","grocery","Duplicate ASIN"
"Parle Monaco Classic, 400g","grocery","Price below minimum retail threshold (₹90)"
"Tata Tea Premium Teaveda | Premium Assam Tea Leaves | With Goodness of Time-tested Indian Ingredients -Tulsi, Elaichi, Gin...","grocery","Duplicate ASIN"
"Dabur Hommade Lemoneez- Goodness of 33 lemons - 250 ml","grocery","Price below minimum retail threshold (₹90)"
"Fresh Organic Ginger, 100g","grocery","Price below minimum retail threshold (₹90)"
"Herbalife Nutrition Natural Tulsi Afresh Energy Drink Mix","grocery","Duplicate ASIN"
"Thums Up Soft Drink PET Bottle, 2.25 L","grocery","Price below minimum retail threshold (₹90)"
"Tata Sampann Chaat Masala with Natural Oils, Crafted by Chef Sanjeev Kapoor, 100g","grocery","Price below minimum retail threshold (₹90)"
"Brooke Bond, Red Label, 100g","grocery","Price below minimum retail threshold (₹90)"
"Goodricke Roasted Darjeeling Tea - 250 gm | Whole Leaf Tea | 100% Pure & Original Darjeeling Long Leaf Tea | Flavoury Gold...","grocery","Duplicate ASIN"
"Glucon-D Instant Energy Health Drink Tangy Orange - 450Gm Refill","grocery","Duplicate ASIN"
"Sunfeast Dark Fantasy Bourbon Classic With Real Chocolate, 100g","grocery","Price below minimum retail threshold (₹90)"
"Sunfeast Dark Fantasy Choco Nut Fills, 75g | Original Filled Cookies with Nuts","grocery","Price below minimum retail threshold (₹90)"
"UPF Healthy Brown Eggs, 6 Pieces| Veg Fed| Non-Fertile Eggs","grocery","Price below minimum retail threshold (₹90)"
"Cup Noodles Mazedaar Masala, 70g","grocery","Price below minimum retail threshold (₹90)"
"veeba pasta pizza sauce 280g","grocery","Price below minimum retail threshold (₹90)"
"24 Mantra Organic Bajra Flour/Pearl Millet Flour/Sajjalu - 500gms | Pack of 1 | Chemical Free & Pesticides Free | Naturall...","grocery","Price below minimum retail threshold (₹90)"
"Cup Noodles Veggi Manchow, 70g","grocery","Price below minimum retail threshold (₹90)"
"Parle Krackjack, 400g","grocery","Price below minimum retail threshold (₹90)"
"Cadbury Dairy Milk Bites Hazelnut, 40 g","grocery","Price below minimum retail threshold (₹90)"
"Patanjali Saundarya Aloe Vera Gel, 150ml","grocery","Price below minimum retail threshold (₹90)"
"Aashirvaad Sugar Release Control Atta, 1kg Pack, Low GI (Glycemic Index) Atta for Diabetics, A Blend of Whole Wheat, Pulse...","grocery","Price below minimum retail threshold (₹90)"
"Himalaya Wellness Pure Herbs Shatavari Women's Wellness | Promotes lactation | - 60 Tablets","grocery","Duplicate ASIN"
"Tata Sampann 6 Grain Khichdi Mix, Instant Ready to Cook Mix, 180g","grocery","Price below minimum retail threshold (₹90)"
"Sunfeast YiPPee! Pasta Treat | Cheesy and Soft Suji, Rawa Pasta | Tomato Cheese | 65g Pack","grocery","Price below minimum retail threshold (₹90)"
"Fresh Groundnut, 500g","grocery","Price below minimum retail threshold (₹90)"
"Cavin's Vanilla Milkshake 200 ml","grocery","Price below minimum retail threshold (₹90)"
"Fresh Papaya Small, 1pc","grocery","Price below minimum retail threshold (₹90)"
"Amul Delicious, 500 g","grocery","Price below minimum retail threshold (₹90)"
"Haldiram's Nagpur Ratlami Sev, 200g","grocery","Price below minimum retail threshold (₹90)"
"Haldiram's Nagpur Bhujia Sev, 200g","grocery","Price below minimum retail threshold (₹90)"
"Britannia Toastea Premium Bake Rusk, 150g or 167g (Weight May Vary)","grocery","Price below minimum retail threshold (₹90)"
"Haldiram's Nagpur All in One, 200g","grocery","Price below minimum retail threshold (₹90)"
"Goodricke Roasted Organic Darjeeling Tea - 250gm | 100% Organic Whole Leaf Tea | Darjeeling Long Leaf Tea | Flavoury Golde...","grocery","Duplicate ASIN"
"Weikfield Baking Powder, 100g","grocery","Price below minimum retail threshold (₹90)"
"Mother Dairy UHT Milk, 1 Ltr","grocery","Price below minimum retail threshold (₹90)"
"Wagh Bakri Ginger Instant Tea Premix, 140g","grocery","Duplicate ASIN"
"KLF Coconad Instant Coconut Milk Powder, 1kg","grocery","Duplicate ASIN"
"MTR Upma Mix 160g","grocery","Price below minimum retail threshold (₹90)"
"Parle Rol-a-Cola, 100g","grocery","Price below minimum retail threshold (₹90)"
"UNIBIC Fruit and Nut Cookies, 75g","grocery","Price below minimum retail threshold (₹90)"
"Thums Up Soft Drink PET Bottle, 1.25 L","grocery","Price below minimum retail threshold (₹90)"
"Colgate Kids Strawberry 40g Toothpaste, Cavity Protection","grocery","Price below minimum retail threshold (₹90)"
"Parle Melody Chocolate, 195g","grocery","Price below minimum retail threshold (₹90)"
"Knorr Instant Tomato Chatpata soup 14.5g/14g/13.5g(weight may vary)| Cup a soup","grocery","Missing both actual and discount prices"
"Parle Candy Kissme Bar, 15 gm","grocery","Missing both actual and discount prices"
"Catch Meat Masala, 100g","grocery","Price below minimum retail threshold (₹90)"
"More Rawa Loose, 500g","grocery","Missing both actual and discount prices"
"Haldiram's Nagpur Bhel Puri, 150g","grocery","Price below minimum retail threshold (₹90)"
"Saffola Masala Oats, Classic Masala, 39g","grocery","Price below minimum retail threshold (₹90)"
"Mother Dairy Lassi Sweet, 200 ml","grocery","Price below minimum retail threshold (₹90)"
"Amazon Brand - Vedaka SOYA Chunks, 500 g","grocery","Price below minimum retail threshold (₹90)"
"Taj Mahal Brooke Bond, 25 Tea Bags","grocery","Price below minimum retail threshold (₹90)"
"Lay’s Gourmet Kettle Chips 55g, Thai Sweet Chilli flavour, Premium Slow-Cooked Potato Chips, Chips and Snacks","grocery","Price below minimum retail threshold (₹90)"
"Organic Tattva 'Black Mustard', Quality Rai, Naturally Processed, from Farm Picked Fresh Seeds (100 G, Pouch)","grocery","Price below minimum retail threshold (₹90)"
"Chetran's Fresh Tofu, 250 g | Dairy Paneer Alternative | High Protein","grocery","Price below minimum retail threshold (₹90)"
"SSKR Alum Phitkari Stone Fitkari Crystals - 450 Gms","grocery","Price below minimum retail threshold (₹90)"
"Molsi's Deseeded Black dates 500g","grocery","Duplicate ASIN"
"Sunfeast Dark Fantasy Choco Crème, 100g Pack | Dark crunch with Smooth crème","grocery","Price below minimum retail threshold (₹90)"
"Happilo Premium International Salted Partymix 200g | Healthy Dry Fruits Snack | Contains Kaju, Kishmish, Badam & Pista | O...","grocery","Duplicate ASIN"
"MAGGI Magic Cubes Chicken Masala, 40g | Ready Masala for Rice Dishes, Biryani, Curries & More","grocery","Price below minimum retail threshold (₹90)"
