name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
Bangalore Refinery 999 Purity Silver Bar 1 Kg,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71uzgqbJxLL._AC_UL320_.jpg,https://www.amazon.in/Bangalore-Refinery-999-Purity-Silver/dp/B019GYQWSO/ref=sr_1_5?qid=1679159928&s=jewelry&sr=1-5,4.3,218,"₹73,672","₹78,000"
Fashion Frill Men's Jewellery 3D Cuboid Vertical Bar/Stick Stainless Steel Black Silver Locket Pendant Necklace Chain For ...,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51P-ohUTdgL._AC_UL320_.jpg,https://www.amazon.in/Fashion-Frill-Jewellery-Vertical-Stainless/dp/B0BH8H9KSL/ref=sr_1_6?qid=1679159928&s=jewelry&sr=1-6,3.8,536,₹129,₹999
Bangalore Refinery 999 Purity Silver Bar 500 Gram,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71M5FDd6giL._AC_UL320_.jpg,https://www.amazon.in/Bangalore-Refinery-Purity-Silver-Gram/dp/B0188QRTII/ref=sr_1_7?qid=1679159928&s=jewelry&sr=1-7,4.4,231,"₹37,028","₹41,000"
Shining Diva Fashion Distance Couple Natural Stones Reiki Yoga Healing Onyx and Howlite Unisex Bracelet for Men and Women...,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51gsDu5QXLL._AC_UL320_.jpg,https://www.amazon.in/Shining-Diva-Fashion-Multicolour-Bracelets/dp/B07DJPVWHG/ref=sr_1_8?qid=1679159928&s=jewelry&sr=1-8,4.0,611,₹168,"₹2,499"
Bangalore Refinery 999 Purity Silver Bar 100 Gram,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/613fNgOgrVL._AC_UL320_.jpg,https://www.amazon.in/Bangalore-Refinery-Purity-Silver-Gram/dp/B0188QRVCM/ref=sr_1_9?qid=1679159928&s=jewelry&sr=1-9,4.5,837,"₹7,663","₹8,500"
Brado Jewellery Multi Wearing Heart Necklace 4 Heart Magnetic Rose Gold Necklace Pendant Heart Toggle Necklace Diamond Wom...,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51R3cy1wVmL._AC_UL320_.jpg,https://www.amazon.in/Brado-Jewellery-Necklace-Magnetic-Accessories/dp/B09PYB4XJT/ref=sr_1_10?qid=1679159928&s=jewelry&sr=1-10,4.1,"1,486",₹187,₹999
Sukkhi Adorable Gold Plated Pearl Choker Necklace Set for Women,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81UaMFQR6kL._AC_UL320_.jpg,https://www.amazon.in/Sukkhi-Lavish-Plated-Necklace-SKR69591/dp/B08S3MSGT9/ref=sr_1_11?qid=1679159928&s=jewelry&sr=1-11,3.8,"7,063",₹160,"₹1,670"
Bangalore Refinery 24k (999.9) 2gm + 1gm Combo Yellow Gold Bars,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/719MFGbwkFL._AC_UL320_.jpg,https://www.amazon.in/Bangalore-Refinery-999-9-Combo-Yellow/dp/B0BFXW91ZF/ref=sr_1_12?qid=1679159928&s=jewelry&sr=1-12,4.7,47,"₹19,668","₹21,800"
Valentine Gift By Shining Diva Italian Designer Non Precious Metal Jewellery Set for Women (Blue) (rrsdcmb208),accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61ZA0394h7L._AC_UL320_.jpg,https://www.amazon.in/Valentine-Gift-Shining-Diva-rrsdcmb208/dp/B073MFGJHP/ref=sr_1_13?qid=1679159928&s=jewelry&sr=1-13,3.9,"8,720",₹320,"₹3,999"
Brado Jewellery Gold Plated Combo Of 3 Butterfly Pink Green Black Pendant Chain necklace For Women and Girls,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71rw5o-HaDL._AC_UL320_.jpg,https://www.amazon.in/Brado-Jewellery-Butterfly-Green-Black/dp/B0B6FGRKD1/ref=sr_1_14?qid=1679159928&s=jewelry&sr=1-14,3.9,461,₹142,"₹1,499"
Zaveri Pearls Set Of 25 Gold Tone Smart Casual Wear Studs & Hoop Earrings For Women-ZPFK14053,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61YawaPRtQL._AC_UL320_.jpg,https://www.amazon.in/Zaveri-Pearls-Casual-Earrings-Women-ZPFK14053/dp/B0B2MP9QDV/ref=sr_1_15?qid=1679159928&s=jewelry&sr=1-15,4.0,127,₹299,"₹1,995"
Zaveri Pearls Combo of 3 Cubic Zirconia & Pearls Contemporary Stud Earrings For Women-ZPFK10381,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61Q36kM8geL._AC_UL320_.jpg,https://www.amazon.in/Zaveri-Zirconia-Contemporary-Earrings-Women-ZPFK10381/dp/B0943VVRMN/ref=sr_1_16?qid=1679159928&s=jewelry&sr=1-16,4.0,"1,209",₹370,"₹2,079"
YouBella Jewellery Bracelets for Women Stylish Couple Love Bracelet for Girls/Women/Boys/Men,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/6109yzldJCL._AC_UL320_.jpg,https://www.amazon.in/YouBella-Jewellery-Bracelet-Multi-Colour-YBBN_91578/dp/B07MKBS915/ref=sr_1_17?qid=1679159928&s=jewelry&sr=1-17,4.2,760,₹195,₹999
YouBella Jewellery Sets for Women Latest Design Gold Plated Pearl Studded Necklace Jewellery set with Earrings For Girls/W...,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61Yf6Gbl-fL._AC_UL320_.jpg,https://www.amazon.in/YouBella-Jewellery-Studded-Necklace-Earrings/dp/B07V5HJLG7/ref=sr_1_18?qid=1679159928&s=jewelry&sr=1-18,4.3,"4,697",₹271,"₹1,999"
Bangalore Refinery 999 Purity Silver Bar 50 Gram,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61bePScb+7L._AC_UL320_.jpg,https://www.amazon.in/Bangalore-Refinery-Purity-Silver-Gram/dp/B0188QRWSA/ref=sr_1_19?qid=1679159928&s=jewelry&sr=1-19,4.5,580,"₹3,946","₹4,900"
Sukkhi Sparkling Gold Plated Wedding Jewellery Austrian Diamond Set of 4 Necklace Combo for Women (SKR48715),accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/711ZldF8GQL._AC_UL320_.jpg,https://www.amazon.in/Sukkhi-Sparkling-Jewellery-Austrian-SKR48715/dp/B083JG1NDY/ref=sr_1_20?qid=1679159928&s=jewelry&sr=1-20,3.5,"2,824",₹360,"₹6,895"
Euphoria by A.Himanshu 24kt (999) 2 gram Yellow Gold Coin cum Pendant,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61y-zLHt+EL._AC_UL320_.jpg,https://www.amazon.in/999-gram-Yellow-Gold-Pendant/dp/B09NG9VF1K/ref=sr_1_25?qid=1679159928&s=jewelry&sr=1-25,4.5,99,"₹12,874","₹15,000"
Zaveri Pearls Glittering Cubic Zirconia Studded Rose Gold Bali Earring For Women-ZPFK7993,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61XOZdcPyBL._AC_UL320_.jpg,https://www.amazon.in/Zaveri-Pearls-Glittering-Zirconia-Women-ZPFK7993/dp/B07KP9HBTM/ref=sr_1_26?qid=1679159928&s=jewelry&sr=1-26,3.8,744,₹299,"₹1,663"
Shining Diva Fashion Set of 4 Multilayer Charm Bangle Gold Plated Bracelet for Women and Girls,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61oCLzTHSiL._AC_UL320_.jpg,https://www.amazon.in/Shining-Diva-Fashion-Multilayer-10695b/dp/B07RWK1SFQ/ref=sr_1_27?qid=1679159928&s=jewelry&sr=1-27,3.7,"2,582",₹239,"₹1,499"
"Shining Diva Fashion Latest Stylish Fancy Oxidised Silver Tribal Necklace Jewellery Set for Women (12164s), Multicolour, One",accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71CSGmv8tQL._AC_UL320_.jpg,https://www.amazon.in/Shining-Diva-Fashion-12164s-Multicolour/dp/B09KXGKG36/ref=sr_1_28?qid=1679159928&s=jewelry&sr=1-28,4.2,"1,260",₹258,"₹1,999"
GIVA 925 Sterling Silver Anushka Sharma Falling Dew Necklace with Box Chain | Necklace to Gift Women & Girls | With Certif...,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61G3XnVaI3L._AC_UL320_.jpg,https://www.amazon.in/GIVA-Sterling-Necklace-Certificate-Authenticity/dp/B08Z362VZS/ref=sr_1_29?qid=1679159928&s=jewelry&sr=1-29,3.9,728,"₹1,519","₹2,598"
Melbees by Yellow Chimes Hair Clips for Girls Kids Hair Clip Hair Accessories for Girls Set of 26 PCS Cute Animal Characte...,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71OtqtHHEUL._AC_UL320_.jpg,https://www.amazon.in/Yellow-Chimes-Characters-Hairpins-Accessories/dp/B09DGB9S23/ref=sr_1_30?qid=1679159928&s=jewelry&sr=1-30,4.2,669,₹295,"₹1,581"
Shining Diva Fashion Latest Stylish Austrian Crystal Rose Gold Charm Bracelet for Women,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51rmMr2nSiL._AC_UL320_.jpg,https://www.amazon.in/Shining-Diva-Fashion-Infinity-10672b/dp/B07RY8K8X9/ref=sr_1_31?qid=1679159928&s=jewelry&sr=1-31,4.1,"2,011",₹237,"₹1,499"
ZAVERI PEARLS Pink & Green Beads Cluster Drops Kundan Choker Necklace Earring & Ring Set For Women-ZPFK13800,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71K4r1Yd27L._AC_UL320_.jpg,https://www.amazon.in/ZAVERI-PEARLS-Cluster-Necklace-Women-ZPFK13800/dp/B0B2LX5NJT/ref=sr_1_32?qid=1679159928&s=jewelry&sr=1-32,4.1,296,₹539,"₹2,995"
Atasi International Gold Plated Crystal Necklace Jewellery Set with Earrings Suited for Party Wedding Festive for Women,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31YY+SAt4TL._AC_UL320_.jpg,https://www.amazon.in/Atasi-International-Necklace-Jewellery-Festivals/dp/B09YQCYQW6/ref=sr_1_33?qid=1679159928&s=jewelry&sr=1-33,4.1,436,₹270,"₹1,999"
Estele Necklace Set for Women,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/6114nKyrk2L._AC_UL320_.jpg,https://www.amazon.in/Estele-Sublime-Devotion-Antique-Necklace/dp/B099ZJXH22/ref=sr_1_34?qid=1679159928&s=jewelry&sr=1-34,3.5,"1,720",₹538,"₹3,999"
Inditradition 36 Grid Cells Plastic Multipurpose Jewelry Organizer Storage Box - Transparent,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61jskHpc6FL._AC_UL320_.jpg,https://www.amazon.in/Inditradition-Plastic-Multipurpose-Jewelry-Organizer/dp/B07176JZ33/ref=sr_1_35?qid=1679159928&s=jewelry&sr=1-35,4.2,"1,464",₹229,₹500
Joyalukkas Flower Design 2 grams 24kt Gold Bar,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61ZRBnl7KxL._AC_UL320_.jpg,https://www.amazon.in/Joyalukkas-Flower-Design-grams-24kt/dp/B09NSV59RH/ref=sr_1_36?qid=1679159928&s=jewelry&sr=1-36,4.7,168,"₹13,075","₹14,383"
YouBella Jewellery Celebrity Inspired Gold Plated Earrings Combo for Girls and Women,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61MjYLcoo8L._AC_UL320_.jpg,https://www.amazon.in/YouBella-Jewellery-Celebrity-Inspired-Earrings/dp/B09HNZHNKN/ref=sr_1_37?qid=1679159928&s=jewelry&sr=1-37,3.9,463,₹225,"₹1,299"
Voylla Brass Oxidized Silver Plating Flower Shape Dangler Earrings with Black Stone for Women and Girls,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/616fwbk5FpS._AC_UL320_.jpg,https://www.amazon.in/Voylla-Work-Essentials-Round-Earrings/dp/B07JM3F3G1/ref=sr_1_38?qid=1679159928&s=jewelry&sr=1-38,4.3,571,₹187,₹449
Sukkhi Trendy Kundan Gold Plated Wedding Jewellery Pearl Choker Necklace Set for Women (N73544),accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81IQvh43G8L._AC_UL320_.jpg,https://www.amazon.in/Sukkhi-Wedding-Engagement-Jewellery-N73544/dp/B07P73DF79/ref=sr_1_39?qid=1679159928&s=jewelry&sr=1-39,3.8,"3,941",₹286,"₹5,445"
YouBella Hair Jewellery Clip Set for Baby Band for Girls (Pack of 18) (Pink),accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51zTckSsvSL._AC_UL320_.jpg,https://www.amazon.in/YouBella-Hair-Jewellery-Clip-Girls/dp/B08T64VPNC/ref=sr_1_40?qid=1679159928&s=jewelry&sr=1-40,3.9,777,₹271,₹999
Shining Diva Fashion Latest Stylish Traditional Tibetan Pendant Necklace Jewellery Set for Women (13208s),accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/617BH0hUF1L._AC_UL320_.jpg,https://www.amazon.in/Shining-Diva-Fashion-Traditional-13208s/dp/B0B15GYNS4/ref=sr_1_41?qid=1679159928&s=jewelry&sr=1-41,4.1,241,₹258,"₹1,999"
