name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
"Killer Jeans for Men's Grey (Size, 34)",men's clothing,Jeans,https://m.media-amazon.com/images/I/81ZzMIL0RbL._AC_UL320_.jpg,https://www.amazon.in/Killer-Jeans-Mens-Grey-Size/dp/B0BR14W5C8/ref=sr_1_8397?qid=1679142027&s=apparel&sr=1-8397,,,,
Urbano Fashion Men's Dark Navy Slim Fit Washed Mild Distressed/Torn Jeans Stretchable,men's clothing,Jeans,https://m.media-amazon.com/images/I/71YeKPKHOVL._AC_UL320_.jpg,https://www.amazon.in/Urbano-Fashion-Distressed-Stretchable-panjean22-126-dnavy-32/dp/B0BQZ9KRRB/ref=sr_1_8398?qid=1679142027&s=apparel&sr=1-8398,,,₹799,"₹1,999"
Wrangler Men's Slim Jeans (WMJNSM4429_Blue,men's clothing,Jeans,https://m.media-amazon.com/images/I/71GcDQEP9FL._AC_UL320_.jpg,https://www.amazon.in/Wrangler-Mens-Slim-Jeans-WMJNSM4429_Blue/dp/B0BQYZ3BRY/ref=sr_1_8399?qid=1679142027&s=apparel&sr=1-8399,,,"₹1,118","₹2,799"
mode de base Men's Medium Stone Distressed Bootcut Jeans (Size 35),men's clothing,Jeans,https://m.media-amazon.com/images/I/71Z8zI0XwgL._AC_UL320_.jpg,https://www.amazon.in/mode-base-Medium-Distressed-Bootcut/dp/B0BQPLPYYZ/ref=sr_1_8400?qid=1679142027&s=apparel&sr=1-8400,,,"₹2,499","₹5,600"
Urbano Fashion Men's Dark Navy Skinny Fit Washed Jeans Stretchable,men's clothing,Jeans,https://m.media-amazon.com/images/I/71+TL-WY4KL._AC_UL320_.jpg,https://www.amazon.in/Urbano-Fashion-Skinny-Stretchable-panjean22-135-dnavy-30/dp/B0BQCCRKC4/ref=sr_1_8401?qid=1679142027&s=apparel&sr=1-8401,,,₹829,"₹2,099"
United Colors of Benetton Men Solid Skinny Fit Jeans,men's clothing,Jeans,https://m.media-amazon.com/images/I/61IMU-xoZjL._AC_UL320_.jpg,https://www.amazon.in/United-Colors-Benetton-Jeans-23P4L23R3073I100_Black/dp/B0BPT9KYYJ/ref=sr_1_8402?qid=1679142027&s=apparel&sr=1-8402,,,,"₹4,499"
HIGH STAR Men Blue Jean Slim-Fit Stretchable Jeans,men's clothing,Jeans,https://m.media-amazon.com/images/I/41nUYykGNpL._AC_UL320_.jpg,https://www.amazon.in/High-Star-Clothing-Jeans-HSMJNS3090_D_36_Blue/dp/B0BPSQQD17/ref=sr_1_8403?qid=1679142027&s=apparel&sr=1-8403,,,₹649,"₹1,999"
M&J Smart Fit Denim Jeans for Men,men's clothing,Jeans,https://m.media-amazon.com/images/I/71F2S0QnLIL._AC_UL320_.jpg,https://www.amazon.in/Smart-Fit-Denim-Jeans-Light/dp/B0BPPM1DT8/ref=sr_1_8404?qid=1679142027&s=apparel&sr=1-8404,,,"₹2,149","₹3,099"
"Stylophile Men's Slim Super Stretch Cotton Jeans, LightBlue, Pack of 1",men's clothing,Jeans,https://m.media-amazon.com/images/I/519NGGHXDiL._AC_UL320_.jpg,https://www.amazon.in/Stylophile-Stretch-Cotton-Jeans-LightBlue/dp/B0BP6Y1JZN/ref=sr_1_8405?qid=1679142027&s=apparel&sr=1-8405,1.0,1,₹879,"₹1,499"
Turtle Men Blue Narrow Fit Solid Jeans,men's clothing,Jeans,https://m.media-amazon.com/images/I/51eB2tRGIzL._AC_UL320_.jpg,https://www.amazon.in/Turtle-Blue-Narrow-Solid-Jeans/dp/B0BNVQC61C/ref=sr_1_8406?qid=1679142027&s=apparel&sr=1-8406,,,,"₹2,499"
