name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
Campus Mike (N) Men's Running Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/61Z4f7XkawL._AC_UL320_.jpg,https://www.amazon.in/Campus-Mens-Golden-Running-Shoes/dp/B095T1FNVR/ref=sr_1_16?qid=1679147183&s=shoes&sr=1-16,3.8,"3,436","₹1,104","₹1,699"
Sparx Men's Running Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/718SPSP6n5L._AC_UL320_.jpg,https://www.amazon.in/Sparx-SX0241G-White-Running-Shoes/dp/B01AQPHKDS/ref=sr_1_17?qid=1679147183&s=shoes&sr=1-17,4.0,"7,158","₹1,274","₹1,499"
Red Tape Men's Walking Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/615LosPUEOL._AC_UL320_.jpg,https://www.amazon.in/Red-Tape-Mens-Walking-Shoes-8/dp/B0BKZFC2H4/ref=sr_1_18?qid=1679147183&s=shoes&sr=1-18,4.0,439,"₹1,699","₹6,799"
Campus Men's Wells Running Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/61XwYMOyfwL._AC_UL320_.jpg,https://www.amazon.in/Campus-Mens-Wells-Running-Shoes/dp/B08VGSPZFY/ref=sr_1_19?qid=1679147183&s=shoes&sr=1-19,4.1,"1,829",₹854,₹899
Bourge Men's Loire-z126 Running Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/71fC87DbLHL._AC_UL320_.jpg,https://www.amazon.in/Bourge-Loire-63-Running-Shoes-9-Loire-63-D-Grey-09/dp/B07MPZ1B3C/ref=sr_1_20?qid=1679147183&s=shoes&sr=1-20,3.8,"28,719",₹493.92,"₹1,499"
Adidas Men's Clinch-X M Running Shoe,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/718M+5WpfWL._AC_UL320_.jpg,https://www.amazon.in/Adidas-Mens-Clinch-X-Running-Shoe/dp/B08FZVBHM1/ref=sr_1_25?qid=1679147183&s=shoes&sr=1-25,4.0,"3,809","₹1,169","₹2,699"
Adidas Men's Adivat M Running Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/71kfO4VXDFL._AC_UL320_.jpg,https://www.amazon.in/Adidas-Mens-Adivat-Running-Shoe/dp/B08TM7DXC9/ref=sr_1_26?qid=1679147183&s=shoes&sr=1-26,4.0,"1,739","₹1,214","₹2,699"
Bourge Mens Loire-z1 Running Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/81zwKsHAz0L._AC_UL320_.jpg,https://www.amazon.in/Bourge-Loire-1-Running-Shoes-8-Loire-1-Grey-08/dp/B07LFD7FDN/ref=sr_1_27?qid=1679147183&s=shoes&sr=1-27,4.0,"22,065",₹699,"₹1,499"
Campus Men's Strom PRO Running Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/61-5EOuD0xL._AC_UL320_.jpg,https://www.amazon.in/Campus-Mens-Strom-Running-Shoes/dp/B08R22WFF7/ref=sr_1_28?qid=1679147183&s=shoes&sr=1-28,4.0,435,₹628,₹899
"ASIAN Delta-20 Sports Running,Walking & Gym Shoes with Eva Sole Extra Jump Casual Sneaker Lightweight Lace-Up Shoes for Me...",men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/41mWz2aRrTL._AC_UL320_.jpg,https://www.amazon.in/ASIAN-Delta-20-Sports-Running-Walking/dp/B09WLMCYLR/ref=sr_1_29?qid=1679147183&s=shoes&sr=1-29,3.9,"2,397",₹778,"₹1,299"
Sparx Mens Sx0680g Sneaker,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/81KiR3boi1L._AC_UL320_.jpg,https://www.amazon.in/Sparx-SM-680-Sports-Shoes-SX0680G_GYRD_0008/dp/B098B7QQ8Y/ref=sr_1_30?qid=1679147183&s=shoes&sr=1-30,4.0,737,"₹1,199","₹1,499"
Reebok Mens Motion Pulse 2 M Walking Shoe,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/81oqZyAYbmL._AC_UL320_.jpg,https://www.amazon.in/Reebok-Solid-Black-Motion-Walking/dp/B09N7221KF/ref=sr_1_31?qid=1679147183&s=shoes&sr=1-31,3.9,3,₹903,"₹2,299"
Sparx Mens Sm 651 Industrial Shoe,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/51aeH0deKhL._AC_UL320_.jpg,https://www.amazon.in/Sparx-Outdoor-Perfect-Comfortable-SM-651G/dp/B08SBTGP3F/ref=sr_1_32?qid=1679147183&s=shoes&sr=1-32,4.1,"8,826",₹734,"₹1,049"
Puma Men's Trackracer Idp Closed Shoe,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/51dWP4HDW-L._AC_UL320_.jpg,https://www.amazon.in/Rapid-Runner-Silver-Sneakers-8-4060981829775/dp/B07N7MKVVM/ref=sr_1_33?qid=1679147183&s=shoes&sr=1-33,4.0,"4,974","₹1,614","₹3,999"
Li-Ning Panther Double Zipper Polyester Badminton Kit Bag,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/71vMNBKkbgL._AC_UL320_.jpg,https://www.amazon.in/Li-Ning-Panther-Double-Polyester-Badminton/dp/B09VDQDXWN/ref=sr_1_34?qid=1679147183&s=shoes&sr=1-34,4.3,311,₹999,"₹1,890"
Nike Mens Flex Experience Rn 10 Running Shoe,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/7175Z5h5AiL._AC_UL320_.jpg,https://www.amazon.in/Nike-Experience-Running-Shoe-9-CI9960-002/dp/B08Q8RTTZV/ref=sr_1_35?qid=1679147183&s=shoes&sr=1-35,3.7,553,"₹1,899","₹4,995"
"Nivia HY-Court 2.0 Badminton Shoe for Mens | Rubber Sole Shoes with Upper Mesh for Sports, Badminton, Volleyball, Squash, ...",men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/71FgXlqWWiL._AC_UL320_.jpg,https://www.amazon.in/NIVIA-Step-Out-Play-1190RD/dp/B07VX5147J/ref=sr_1_36?qid=1679147183&s=shoes&sr=1-36,4.2,"4,350","₹1,562","₹1,860"
Adidas Mens Throb M Running Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/71Ls6U8X+sL._AC_UL320_.jpg,https://www.amazon.in/Adidas-Active-Running-Shoes-8-CM4884/dp/B082QB6NHY/ref=sr_1_37?qid=1679147183&s=shoes&sr=1-37,4.0,"5,440","₹1,619","₹2,699"
Lotto Mens Vertigo Running Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/91MhDgdsY+L._AC_UL320_.jpg,https://www.amazon.in/Lotto-Vertigo-Black-Running-Shoes/dp/B072X3L8DV/ref=sr_1_38?qid=1679147183&s=shoes&sr=1-38,4.0,"17,855",₹833,"₹2,499"
"Nivia Flash Shoe Badminton Shoes for Mens | Rubber Sole with PVC Synthetic Leather Upper and mesh for Sports, Badminton, V...",men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/71nwAinadHL._AC_UL320_.jpg,https://www.amazon.in/Nivia-Badminton-Flash-Shoes-White/dp/B018NVFC0U/ref=sr_1_39?qid=1679147183&s=shoes&sr=1-39,4.0,"9,344",,"₹1,120"
Bourge Mens Vega-z5 Running Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/71POb9z3DKL._AC_UL320_.jpg,https://www.amazon.in/Bourge-Vega-1-Running-Shoes-9-Vega-1-Black-09/dp/B07H4RM9LJ/ref=sr_1_40?qid=1679147183&s=shoes&sr=1-40,4.2,"71,125",₹659,₹999
AVANT Men's Ultra Light Running and Training Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/61rpE6+B6EL._AC_UL320_.jpg,https://www.amazon.in/Avant-Ultra-Light-Running-Training/dp/B07NT7P2SV/ref=sr_1_41?qid=1679147183&s=shoes&sr=1-41,3.9,"3,133",₹649,"₹1,599"
Sparx Mens Sx0614g Running Shoe,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/71PZK6gQJcL._AC_UL320_.jpg,https://www.amazon.in/Sparx-Orange-Running-Shoes-8-SX0614G_NBNO0008/dp/B08241DSFJ/ref=sr_1_42?qid=1679147183&s=shoes&sr=1-42,3.9,"4,459",₹947,"₹1,249"
Puma Unisex-Adult Duke Walking Shoe,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/71PBv7esqDL._AC_UL320_.jpg,https://www.amazon.in/Puma-White-Quarry-Running-Shoe-9UK-38889202/dp/B09RFSWMQ6/ref=sr_1_43?qid=1679147183&s=shoes&sr=1-43,4.1,163,"₹1,679","₹3,999"
Sparx Men's Running Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/81Fyf10SHsL._AC_UL320_.jpg,https://www.amazon.in/Sparx-Black-White-Running-Shoes/dp/B01N032IX0/ref=sr_1_44?qid=1679147183&s=shoes&sr=1-44,4.0,"15,496",₹807,₹949
Campus Men's Tyson PRO Running Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/51dR6Du4UjL._AC_UL320_.jpg,https://www.amazon.in/Campus-TYSON-PRO-running-shoes/dp/B09RBGDRGR/ref=sr_1_45?qid=1679147183&s=shoes&sr=1-45,4.0,287,₹779,"₹1,299"
Campus Men's ROC PRO Running Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/61m8TEVentL._AC_UL320_.jpg,https://www.amazon.in/Campus-Mens-Running-Shoes-8-UK/dp/B08R1WD82J/ref=sr_1_46?qid=1679147183&s=shoes&sr=1-46,3.9,"1,339","₹1,079","₹1,599"
Vector X Blaze-2.0 Football Shoes for Men's | Black-Gold | Size-9 | for Men and Adult | Walking | Casual | Lace-Up |,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/61-oYX3wQhL._AC_UL320_.jpg,https://www.amazon.in/Vector-Blaze-2-0-Football-Black-Silver-Black-Gold/dp/B0948LYTR4/ref=sr_1_47?qid=1679147183&s=shoes&sr=1-47,3.9,144,₹773,"₹1,045"
Campus Mens Ignite Pro Running Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/71n9xHYpaHL._AC_UL320_.jpg,https://www.amazon.in/Campus-Ignite-PRO-Running-Shoes/dp/B09VH4SRKT/ref=sr_1_48?qid=1679147183&s=shoes&sr=1-48,3.9,"5,624",₹681,"₹1,099"
Campus Men's Running Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/81wcXbgsuiL._AC_UL320_.jpg,https://www.amazon.in/Campus-Running-Shoes-8-CG-257-RST-BLK-8/dp/B07KXFQSF8/ref=sr_1_49?qid=1679147183&s=shoes&sr=1-49,4.1,"2,893",₹503,₹899
Nivia Storm Football Shoe for Mens | TPU Sole with PVC Synthetic Leather Upper for Hard and Grassy Surfaces Suitable for S...,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/81lT4MLDvjL._AC_UL320_.jpg,https://www.amazon.in/Nivia-Storm-Football-White-Numeric_7/dp/B08XXR9CNX/ref=sr_1_50?qid=1679147183&s=shoes&sr=1-50,4.0,735,₹890,₹989
ASIAN Rider-01 Sky White Phylon Sports Shoes for Men,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/61rOuFqRG6L._AC_UL320_.jpg,https://www.amazon.in/ASIAN-Rider-01-White-Phylon-Sports/dp/B08PKGQ5QF/ref=sr_1_51?qid=1679147183&s=shoes&sr=1-51,3.7,"7,307","₹1,098","₹1,999"
Campus Men's Artemis Running Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/61ZtO80KjDL._AC_UL320_.jpg,https://www.amazon.in/Campus-Artemis-Triple-Running-Shoes/dp/B09KNJTDMP/ref=sr_1_52?qid=1679147183&s=shoes&sr=1-52,3.9,990,"₹1,329","₹1,899"
"Red Tape Men's Sports Walking Shoes - Utmost Comfort, Arch Support, Dynamic Feet Support, On-Ground Traction, Soft-Cushion...",men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/61T24nd0kpL._AC_UL320_.jpg,https://www.amazon.in/Red-Tape-Walking-Shoes-Slip/dp/B0BT1CJ4QC/ref=sr_1_53?qid=1679147183&s=shoes&sr=1-53,3.6,18,"₹1,315","₹5,299"
Campus Men's Mike Running Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/61MA5fOM56L._AC_UL320_.jpg,https://www.amazon.in/Campus-Mens-D-Gry-Running-Shoes/dp/B095T354Q4/ref=sr_1_54?qid=1679147183&s=shoes&sr=1-54,3.5,121,"₹1,249","₹1,699"
Nivia Storm Football Shoe for Mens | TPU Sole with PVC Synthetic Leather Upper for Hard and Grassy Surfaces Suitable for S...,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/81lT4MLDvjL._AC_UL320_.jpg,https://www.amazon.in/Nivia-Storm-Football-White-Numeric_9/dp/B08XXR1JHY/ref=sr_1_55?qid=1679147183&s=shoes&sr=1-55,4.0,735,₹791,₹989
Adidas Men's Rush M Running Shoe,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/71+rB2LqfIL._AC_UL320_.jpg,https://www.amazon.in/Adidas-CBLACK-Running-Shoe-10-EY2980/dp/B094PMS91Z/ref=sr_1_56?qid=1679147183&s=shoes&sr=1-56,,,"₹2,031","₹4,299"
Red Tape Men's Walking Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/61EDnXh3BdL._AC_UL320_.jpg,https://www.amazon.in/Red-Tape-Black-Walking-Shoes-8/dp/B0BJYSDHMW/ref=sr_1_53?qid=1679147185&s=shoes&sr=1-53,3.8,123,"₹1,500","₹5,999"
DSC Jaffa 22 Cricket Shoes for Mens,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/61KTUHrdO9L._AC_UL320_.jpg,https://www.amazon.in/DSC-Jaffa-Cricket-Shoes-Lime-Yellow/dp/B09TH4FY37/ref=sr_1_54?qid=1679147185&s=shoes&sr=1-54,4.2,"1,747","₹1,817.57","₹2,099"
BRUTON Men's Sports Shoes Sports,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/71A7mJgXCxL._AC_UL320_.jpg,https://www.amazon.in/BRUTON-shoe-01-Running-Orange_Grey-Numeric_9/dp/B09BVTPNF4/ref=sr_1_55?qid=1679147185&s=shoes&sr=1-55,3.0,179,₹299,"₹1,299"
Nike Mens Flex Experience Rn 10 Running,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/71UAyLSuV1L._AC_UL320_.jpg,https://www.amazon.in/Nike-Experience-Running-CI9960-007-Midnight/dp/B09BL15LV7/ref=sr_1_56?qid=1679147185&s=shoes&sr=1-56,3.8,317,"₹1,899","₹4,995"
"ASIAN F-04 Running Shoes,Gym Shoes,Training Shoes,Walking Shoes,Sports Shoes for Men",men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/61C7ArtiuZL._AC_UL320_.jpg,https://www.amazon.in/ASIAN-Running-Training-Walking-Numeric_9/dp/B09QM5XRH9/ref=sr_1_57?qid=1679147185&s=shoes&sr=1-57,3.9,"15,324",₹524,₹699
Campus Men's North Plus Running Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/71p+ffg6+lL._AC_UL320_.jpg,https://www.amazon.in/Campus-11G-677-Black-North-Running/dp/B08PRXXQB3/ref=sr_1_58?qid=1679147185&s=shoes&sr=1-58,3.9,"6,948","₹1,138","₹1,699"
Puma Mens Ultimate Ease - Everglide Range Walking Shoe,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/71t61leRCaL._AC_UL320_.jpg,https://www.amazon.in/Puma-Mens-Ultimate-Ease-Everglide/dp/B0B51HCRS8/ref=sr_1_59?qid=1679147185&s=shoes&sr=1-59,4.0,"1,991","₹1,700","₹2,499"
Sparx Mens Sx0406g Running Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/81nxOFAFa9L._AC_UL320_.jpg,https://www.amazon.in/Sparx-Black-Running-Shoes-9-SX0406G_BKBK0009/dp/B07VZ82LFY/ref=sr_1_60?qid=1679147185&s=shoes&sr=1-60,4.1,"2,442",₹874,"₹1,249"
Bourge Mens Loire-z190 Running Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/81LCh2IhAgL._AC_UL320_.jpg,https://www.amazon.in/Bourge-Loire-131-Running-Shoes-6-Loire-131-06/dp/B07RVLY9GG/ref=sr_1_61?qid=1679147185&s=shoes&sr=1-61,4.0,"2,858",₹299,"₹1,499"
DSC Beamer Cricket Shoes for Mens (Light Weight | Economical | Durable),men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/41jIgUA+8cL._AC_UL320_.jpg,https://www.amazon.in/DSC-Beamer-Cricket-Shoes-Orange-White/dp/B07WN5RPT1/ref=sr_1_62?qid=1679147185&s=shoes&sr=1-62,4.0,"7,899",₹840,₹890
Campus Men's Hurricane Running Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/61+E6-WZBGL._AC_UL320_.jpg,https://www.amazon.in/Campus-Hurricane-D-Gry-Running-Shoes/dp/B0BBG61YZ7/ref=sr_1_63?qid=1679147185&s=shoes&sr=1-63,4.0,496,₹897,"₹1,299"
Woodland Mens G 40777cma Sneaker,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/81-NHlRrVFL._AC_UL320_.jpg,https://www.amazon.in/Woodland-Camel-Sneakers-7-India-40777CMA/dp/B07DPZ53SM/ref=sr_1_64?qid=1679147185&s=shoes&sr=1-64,4.1,"3,724","₹2,142","₹3,895"
Power Men's Gallop Running Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/81Py24lV4hL._AC_UL320_.jpg,https://www.amazon.in/Power-Mens-Gallop-Running-Shoes/dp/B01LZVYGER/ref=sr_1_65?qid=1679147185&s=shoes&sr=1-65,4.0,"2,150",₹766,"₹1,299"
BRUTON Shoes for Trendy Shoes | Casual Shoes | Sports Shoes | Running Shoes | Exclusive Shoes for Men,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/813RXO-z3yL._AC_UL320_.jpg,https://www.amazon.in/BRUTON-Trendy-Running-Exclusive-Numeric_8/dp/B0BVHKNZMY/ref=sr_1_66?qid=1679147185&s=shoes&sr=1-66,3.0,153,₹349,"₹1,299"
Puma Mens Cliff Idp Low Boot,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/71P6Ez1pDeL._AC_UL320_.jpg,https://www.amazon.in/Puma-Cliff-Casual-Shoe-8-38718608/dp/B09CH636ZG/ref=sr_1_67?qid=1679147185&s=shoes&sr=1-67,4.0,281,"₹1,709","₹3,499"
Kraasa mens Spo7209-white Sneaker,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/61h6PXRWxeS._AC_UL320_.jpg,https://www.amazon.in/Kraasa-Tesla-44-Running-Shoes-White/dp/B099FBGT1K/ref=sr_1_68?qid=1679147185&s=shoes&sr=1-68,3.4,"1,136",₹499,₹999
Sparx Mens Sx9038g Running Shoe,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/61Dm2iTzdRL._AC_UL320_.jpg,https://www.amazon.in/Sparx-Mens-Green-Running-SX9038GGYGR0009/dp/B0B4KBZV3M/ref=sr_1_73?qid=1679147185&s=shoes&sr=1-73,3.6,116,₹724,"₹1,449"
Campus mens City-ride Running Shoe Sport shoe,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/71eC0EP1WSL._AC_UL320_.jpg,https://www.amazon.in/Campus-City-Ride-Running-Shoes-8-5G-627/dp/B07KXFQ9D1/ref=sr_1_74?qid=1679147185&s=shoes&sr=1-74,3.7,"1,535","₹1,101","₹1,699"
Campus Men's Kent Running Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/51ixC1O4ZBL._AC_UL320_.jpg,https://www.amazon.in/Campus-Mens-Navy-Sky-Running-Shoes/dp/B085CDHDFV/ref=sr_1_75?qid=1679147185&s=shoes&sr=1-75,4.0,"2,586",₹720,"₹1,299"
"ASIAN Men's Cosco-13 Sports Running,Walking & Gym, School Shoes Lightweight Eva Sole Extra Jump Casual Sneaker Lace-Up Sho...",men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/61+y7knA9JL._AC_UL320_.jpg,https://www.amazon.in/ASIAN-Cosco-13-Running-Sports-Multicolor/dp/B07V2FWRHK/ref=sr_1_76?qid=1679147185&s=shoes&sr=1-76,3.8,"3,165",₹518,₹999
"Tynor Unisex Cast Shoe Rocker Sole, Grey, Large, 1 Unit",men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/61Ah016eNUL._AC_UL320_.jpg,https://www.amazon.in/Tynor-Cast-Shoe-Large-40-42/dp/B00I99H01G/ref=sr_1_77?qid=1679147185&s=shoes&sr=1-77,3.8,885,₹612,₹620
Red Tape Men's Walking Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/61H5vC414NL._AC_UL320_.jpg,https://www.amazon.in/Red-Tape-Grey-Walking-Shoes-8/dp/B0BCWSDW1N/ref=sr_1_78?qid=1679147185&s=shoes&sr=1-78,3.6,16,"₹1,724","₹6,899"
Sparx Men Running Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/51foTRpfmUL._AC_UL320_.jpg,https://www.amazon.in/Sparx-SM-406-Grey-Sports-Shoes/dp/B07H4JLQLZ/ref=sr_1_79?qid=1679147185&s=shoes&sr=1-79,4.1,"10,411",₹998,"₹1,249"
Adidas Mens Yking 2.0 Running Shoe,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/81ZSH9froPL._AC_UL320_.jpg,https://www.amazon.in/Adidas-Grefiv-Running-Shoes-9-CJ8046/dp/B07F34WYQJ/ref=sr_1_80?qid=1679147185&s=shoes&sr=1-80,4.1,"6,189","₹1,979","₹3,299"
Campus Men's First Running Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/61+u7BBiaxL._AC_UL320_.jpg,https://www.amazon.in/Campus-First-B-ORG-Running-Shoes/dp/B0914PVJ49/ref=sr_1_81?qid=1679147185&s=shoes&sr=1-81,3.9,"8,287","₹1,329","₹1,799"
"DOCTOR EXTRA SOFT Memory Foam Men's Shoes for Walking Gym Training,Casual, Sports,Slip-On,Lightweight Comfortable Lace up ...",men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/51sxfAXWBaL._AC_UL320_.jpg,https://www.amazon.in/DOCTOR-EXTRA-SOFT-Lightweight-2001-Black-9/dp/B0BWG66WGN/ref=sr_1_82?qid=1679147185&s=shoes&sr=1-82,4.6,34,₹599,₹999
Campus Mens 5g-820 Running Shoe,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/61HfQkk1CRL._AC_UL320_.jpg,https://www.amazon.in/Campus-Renegade-Beige-Running-Shoes/dp/B08KNQ3Q3B/ref=sr_1_83?qid=1679147185&s=shoes&sr=1-83,3.8,"1,166","₹1,535","₹2,199"
Sparx Mens Sm 651 Sports Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/81wNA1iAeqL._AC_UL320_.jpg,https://www.amazon.in/Sparx-SM-651-Navy-Sports-Shoes/dp/B08R22BFWV/ref=sr_1_84?qid=1679147185&s=shoes&sr=1-84,4.2,"2,497",₹734,"₹1,049"
Campus Mens Terminator (N) Running Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/61VoBcndbfS._AC_UL320_.jpg,https://www.amazon.in/Campus-Terminator-D-Gry-Running-Shoes/dp/B095T3QVDM/ref=sr_1_85?qid=1679147185&s=shoes&sr=1-85,3.8,"1,656","₹1,349","₹1,799"
Adidas Mens Adi Rush M Running Shoe,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/71+rB2LqfIL._AC_UL320_.jpg,https://www.amazon.in/Adidas-CBLACK-FTWWHT-Running-EY2980/dp/B094PP8QV6/ref=sr_1_86?qid=1679147185&s=shoes&sr=1-86,4.2,142,"₹2,031","₹2,499"
